[2861157.570] Initializing Modding Framework.
[2861157.570] Connected to modding database!
[2861157.570] Ensuring Foreign Key support is enabled and set to initially deferred.
[2861157.570] Checking database version...
[2861157.570] Modding database is up-to-date!
[2861157.570] Initializing Services...
[2861157.570] Component Discovery Service initialized.
[2861157.570] File Service initialized.
[2861157.570] Localization Service initialized.
[2861157.570] Mod Association Service initialized
[2861157.570] Mod Discovery Service initialized.
[2861157.570] Mod Loader Service initialized.
[2861157.570] Mod Selection Service missing. Skipping.
[2861157.570] Ownership Service initialized.
[2861157.570] Properties Service initialized.
[2861157.573] Setting Discovery Service initialized.
[2861157.574] Subscription Service - Detected 145 subscriptions
[2861157.575] Subscription Service - Subscription 3792052697 - Installed? 1, Downloading? 0, DownloadPending? 0
[2861159.123] UpdateIcons - Loading Data/Australia_Icons_Civilizations.xml
[2861159.124] UpdateIcons - Loading Data/Australia_Icons_Features.xml
[2861159.124] UpdateIcons - Loading Data/Australia_Icons_Leaders.xml
[2861159.124] UpdateIcons - Loading Data/Australia_Icons_UnitActions.xml
[2861159.124] UpdateIcons - Loading Data/Australia_Icons_UnitPortraits.xml
[2861159.125] UpdateIcons - Loading Data/Australia_Icons_Units.xml
[2861159.125] UISettingHandler - Loading DLC3.dep
[2861159.126] Creating database save point.
[2861159.126] LocalizedText - Loading Text/en_US/Australia_ConfigText.xml
[2861159.126] LocalizedText - Loading Text/Australia_Translations_ConfigText.xml
[2861159.127] LocalizedText - Loading Text/Australia_Translations_ConfigText_China.xml
[2861159.128] Warning: Unable to load ../../../DLC/Australia/Text/Australia_Translations_ConfigText_China.xml
[2861159.128] Warning: LocalizedText - Failed loading XML.
[2861159.128] Successfully released save point.
[2861159.128] UISettingHandler - Loading CivRoyaleScenario.dep
[2861159.129] ModdingUpdateConfigurationDatabase - Loading Data/CivRoyaleScenario_Config.xml
[2861159.130] UpdateColors - Loading Data/CivRoyaleScenario_PlayerColors.xml
[2861159.130] UpdateIcons - Loading Data/CivRoyaleScenario_Icons_Civilizations.xml
[2861159.130] UpdateIcons - Loading Data/CivRoyaleScenario_Icons_Leaders.xml
[2861159.130] UpdateIcons - Loading Data/CivRoyaleScenario_Icons_UnitActions.xml
[2861159.131] UpdateIcons - Loading Data/CivRoyaleScenario_Icons_UnitPortraits.xml
[2861159.131] UpdateIcons - Loading Data/CivRoyaleScenario_Icons_Units.xml
[2861159.131] Creating database save point.
[2861159.131] LocalizedText - Loading Text/en_US/CivRoyaleScenario_ConfigText.xml
[2861159.132] LocalizedText - Loading Text/CivRoyaleScenario_Translations_ConfigText.xml
[2861159.142] LocalizedText - Loading Text/CivRoyaleScenario_Translations_ConfigText_China.xml
[2861159.142] Warning: Unable to load ../../../DLC/CivRoyaleScenario/Text/CivRoyaleScenario_Translations_ConfigText_China.xml
[2861159.142] Warning: LocalizedText - Failed loading XML.
[2861159.142] Successfully released save point.
[2861159.144] ModdingUpdateConfigurationDatabase - Loading AncientRivalsScenario_Config.xml
[2861159.144] ModdingUpdateConfigurationDatabase - Loading ReligiousCombatScenario_Config.xml
[2861159.145] ModdingUpdateConfigurationDatabase - Loading NapoleonScenario_Config.xml
[2861159.145] ModdingUpdateConfigurationDatabase - Loading Data/Indonesia_KhmerScenario_Config.xml
[2861159.146] UISettingHandler - Loading Indonesia_KhmerScenario.dep
[2861159.147] UpdateColors - Loading Data/Indonesia_KhmerScenario_Colors.xml
[2861159.147] UpdateColors - Loading Data/Indonesia_KhmerScenario_PlayerColors.xml
[2861159.148] UpdateIcons - Loading Data/Indonesia_KhmerScenario_Icons_Civilizations.xml
[2861159.148] UpdateIcons - Loading Data/Indonesia_KhmerScenario_Icons_Leaders.xml
[2861159.148] Creating database save point.
[2861159.148] LocalizedText - Loading Text/en_US/Indonesia_KhmerScenario_ConfigText.xml
[2861159.149] LocalizedText - Loading Text/Indonesia_KhmerScenario_Translations_ConfigText.xml
[2861159.154] LocalizedText - Loading Text/Indonesia_KhmerScenario_Translations_ConfigText_China.xml
[2861159.155] Warning: Unable to load ../../../DLC/Indonesia_KhmerScenario/Text/Indonesia_KhmerScenario_Translations_ConfigText_China.xml
[2861159.155] Warning: LocalizedText - Failed loading XML.
[2861159.156] Successfully released save point.
[2861159.156] UpdateIcons - Loading Data/PolandScenario_Icons_Config.xml
[2861159.157] UISettingHandler - Loading PolandScenario.dep
[2861159.157] UpdateColors - Loading Data/PolandScenario_Colors.xml
[2861159.157] UpdateColors - Loading Data/PolandScenario_PlayerColors.xml
[2861159.158] ModdingUpdateConfigurationDatabase - Loading Data/PolandScenario_Config.xml
[2861159.159] Creating database save point.
[2861159.159] LocalizedText - Loading Text/PolandScenario_Translations_ConfigText.xml
[2861159.161] LocalizedText - Loading Text/PolandScenario_Translations_ConfigText_China.xml
[2861159.161] Warning: Unable to load ../../../DLC/PolandScenario/Text/PolandScenario_Translations_ConfigText_China.xml
[2861159.161] Warning: LocalizedText - Failed loading XML.
[2861159.161] LocalizedText - Loading Text/en_US/PolandScenario_ConfigText.xml
[2861159.163] Successfully released save point.
[2861159.163] ModdingUpdateConfigurationDatabase - Loading Data/NubiaScenario_Config.xml
[2861159.164] UISettingHandler - Loading NubiaScenario.dep
[2861159.165] UpdateColors - Loading Data/NubiaScenario_Colors.xml
[2861159.165] UpdateColors - Loading Data/NubiaScenario_PlayerColors.xml
[2861159.166] UpdateIcons - Loading Data/NubiaScenario_Icons_Config.xml
[2861159.166] Creating database save point.
[2861159.166] LocalizedText - Loading Text/en_US/NubiaScenario_ConfigText.xml
[2861159.167] LocalizedText - Loading Text/NubiaScenario_Translations_ConfigText.xml
[2861159.170] LocalizedText - Loading Text/NubiaScenario_Translations_ConfigText_China.xml
[2861159.170] Warning: Unable to load ../../../DLC/NubiaScenario/Text/NubiaScenario_Translations_ConfigText_China.xml
[2861159.170] Warning: LocalizedText - Failed loading XML.
[2861159.170] Successfully released save point.
[2861159.171] UISettingHandler - Loading AlexanderScenario.dep
[2861159.172] ModdingUpdateConfigurationDatabase - Loading Data/AlexanderScenario_Config.xml
[2861159.173] Creating database save point.
[2861159.173] LocalizedText - Loading Text/en_US/AlexanderScenario_ConfigText.xml
[2861159.173] LocalizedText - Loading Text/AlexanderScenario_Translations_ConfigText.xml
[2861159.175] LocalizedText - Loading Text/AlexanderScenario_Translations_ConfigText_China.xml
[2861159.176] Warning: Unable to load ../../../DLC/AlexanderScenario/Text/AlexanderScenario_Translations_ConfigText_China.xml
[2861159.176] Warning: LocalizedText - Failed loading XML.
[2861159.176] Successfully released save point.
[2861159.176] UISettingHandler - Loading Expansion1.dep
[2861159.177] UpdateColors - Loading Data/Expansion1_PlayerColors.xml
[2861159.177] UpdateIcons - Loading Data/Expansion1_Icons_Buildings.xml
[2861159.177] UpdateIcons - Loading Data/Expansion1_Icons_CityStates.xml
[2861159.178] UpdateIcons - Loading Data/Expansion1_Icons_Civilizations.xml
[2861159.178] UpdateIcons - Loading Data/Expansion1_Icons_Districts.xml
[2861159.178] UpdateIcons - Loading Data/Expansion1_Icons_Features.xml
[2861159.178] UpdateIcons - Loading Data/Expansion1_Icons_FontIcons.xml
[2861159.179] UpdateIcons - Loading Data/Expansion1_Icons_Improvements.xml
[2861159.179] UpdateIcons - Loading Data/Expansion1_Icons_Leaders.xml
[2861159.179] UpdateIcons - Loading Data/Expansion1_Icons_UnitPortraits.xml
[2861159.179] UpdateIcons - Loading Data/Expansion1_Icons_Units.xml
[2861159.180] ModdingUpdateConfigurationDatabase - Loading Config/Expansion1_Config.xml
[2861159.181] ModdingUpdateConfigurationDatabase - Loading Config/Expansion1_EarthMaps.xml
[2861159.181] ModdingUpdateConfigurationDatabase - Loading Config/Expansion1_Players.xml
[2861159.182] ModdingUpdateConfigurationDatabase - Loading Config/Expansion1_StandardMaps.xml
[2861159.182] Creating database save point.
[2861159.182] LocalizedText - Loading Text/en_US/Expansion1_ConfigText.xml
[2861159.184] LocalizedText - Loading Text/en_US/Expansion1_HallofFame_Text.xml
[2861159.185] LocalizedText - Loading Text/Expansion1_Translations_ConfigText.xml
[2861159.197] LocalizedText - Loading Text/Expansion1_Translations_ConfigText_China.xml
[2861159.197] Warning: Unable to load ../../../DLC/Expansion1/Text/Expansion1_Translations_ConfigText_China.xml
[2861159.197] Warning: LocalizedText - Failed loading XML.
[2861159.198] Successfully released save point.
[2861159.199] UpdateColors - Loading Data/AustraliaScenario_Colors.xml
[2861159.199] UpdateColors - Loading Data/AustraliaScenario_PlayerColors.xml
[2861159.199] UpdateIcons - Loading Data/AustraliaScenario_Icons_Civilizations.xml
[2861159.200] UpdateIcons - Loading Data/AustraliaScenario_Icons_Leaders.xml
[2861159.200] UISettingHandler - Loading AustraliaScenario.dep
[2861159.201] ModdingUpdateConfigurationDatabase - Loading Data/AustraliaScenario_Config.xml
[2861159.201] Creating database save point.
[2861159.201] LocalizedText - Loading Text/en_US/AustraliaScenario_ConfigText.xml
[2861159.203] LocalizedText - Loading Text/AustraliaScenario_Translations_ConfigText.xml
[2861159.205] LocalizedText - Loading Text/AustraliaScenario_Translations_ConfigText_China.xml
[2861159.205] Warning: Unable to load ../../../DLC/AustraliaScenario/Text/AustraliaScenario_Translations_ConfigText_China.xml
[2861159.205] Warning: LocalizedText - Failed loading XML.
[2861159.206] Successfully released save point.
[2861159.206] UISettingHandler - Loading Expansion2.dep
[2861159.208] Creating database save point.
[2861159.208] LocalizedText - Loading Text/en_US/Expansion1_HallofFame_Text.xml
[2861159.208] LocalizedText - Loading Text/en_US/Expansion2_ConfigText.xml
[2861159.209] LocalizedText - Loading Text/en_US/Expansion2_HallofFame_Text.xml
[2861159.210] LocalizedText - Loading Text/Expansion2_Translations_ConfigText.xml
[2861159.225] LocalizedText - Loading Text/Expansion2_Translations_ConfigText_China.xml
[2861159.226] Warning: Unable to load ../../../DLC/Expansion2/Text/Expansion2_Translations_ConfigText_China.xml
[2861159.226] Warning: LocalizedText - Failed loading XML.
[2861159.229] Successfully released save point.
[2861159.229] ModdingUpdateConfigurationDatabase - Loading Config/Expansion2_Config.xml
[2861159.230] ModdingUpdateConfigurationDatabase - Loading Config/Expansion2_EarthMaps.xml
[2861159.231] ModdingUpdateConfigurationDatabase - Loading Config/Expansion2_Players.xml
[2861159.232] ModdingUpdateConfigurationDatabase - Loading Config/Expansion2_StandardMaps.xml
[2861159.232] UpdateColors - Loading Data/Expansion2_PlayerColors.xml
[2861159.232] UpdateIcons - Loading Data/Expansion1_Icons_FontIcons.xml
[2861159.234] UpdateIcons - Loading Data/Expansion2_Icons_Beliefs.xml
[2861159.237] UpdateIcons - Loading Data/Expansion2_Icons_Buildings.xml
[2861159.239] UpdateIcons - Loading Data/Expansion2_Icons_CityStates.xml
[2861159.239] UpdateIcons - Loading Data/Expansion2_Icons_Civilizations.xml
[2861159.239] UpdateIcons - Loading Data/Expansion2_Icons_DistrictBuildings.xml
[2861159.240] UpdateIcons - Loading Data/Expansion2_Icons_Districts.xml
[2861159.240] UpdateIcons - Loading Data/Expansion2_Icons_EnvironmentalEffects.xml
[2861159.240] UpdateIcons - Loading Data/Expansion2_Icons_Features.xml
[2861159.240] UpdateIcons - Loading Data/Expansion2_Icons_FontIcons.xml
[2861159.240] UpdateIcons - Loading Data/Expansion2_Icons_Leaders.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_Stats.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_UnitActions.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_UnitPortraits.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_Units.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_Victories.xml
[2861159.241] UpdateIcons - Loading Data/Expansion2_Icons_Yields.xml
[2861159.242] UISettingHandler - Loading BarbarianClansMode.dep
[2861159.242] ModdingUpdateConfigurationDatabase - Loading Data/BarbarianClansMode_ConfigData.xml
[2861159.244] UpdateIcons - Loading Data/BarbarianClansMode_Icons.xml
[2861159.244] UpdateIcons - Loading Data/BarbarianClansMode_Icons_GameModes.xml
[2861159.244] Creating database save point.
[2861159.244] LocalizedText - Loading Text/en_US/BarbarianClansMode_ConfigText.xml
[2861159.245] LocalizedText - Loading Text/en_US/BarbarianClansMode_PackageText.xml
[2861159.245] LocalizedText - Loading Text/BarbarianClansMode_Translations_ConfigText.xml
[2861159.245] LocalizedText - Loading Text/BarbarianClansMode_Translations_PackageText.xml
[2861159.246] Successfully released save point.
[2861159.246] UISettingHandler - Loading TreeRandomizer.dep
[2861159.247] ModdingUpdateConfigurationDatabase - Loading Data/TreeRandomizer_ConfigData.xml
[2861159.247] UpdateIcons - Loading Data/TreeRandomizer_Icons_GameModes.xml
[2861159.247] Creating database save point.
[2861159.247] LocalizedText - Loading Text/en_US/TreeRandomizer_ConfigText.xml
[2861159.248] LocalizedText - Loading Text/en_US/TreeRandomizer_PackageText.xml
[2861159.248] LocalizedText - Loading Text/TreeRandomizer_Translations_ConfigText.xml
[2861159.249] LocalizedText - Loading Text/TreeRandomizer_Translations_PackageText.xml
[2861159.249] Successfully released save point.
[2861159.250] UISettingHandler - Loading RulersOfEngland.dep
[2861159.250] ModdingUpdateConfigurationDatabase - Loading Data/RulersOfEngland_ConfigData.xml
[2861159.251] UpdateColors - Loading Data/RulersOfEngland_Colors.xml
[2861159.251] UpdateIcons - Loading Data/RulersOfEngland_Icons_Leaders.xml
[2861159.251] Creating database save point.
[2861159.251] LocalizedText - Loading Text/en_US/RulersOfEngland_ConfigText.xml
[2861159.251] LocalizedText - Loading Text/RulersOfEngland_Translations_ConfigText.xml
[2861159.252] Successfully released save point.
[2861159.252] Creating database save point.
[2861159.252] LocalizedText - Loading lang/Text_BR.xml
[2861159.255] LocalizedText - Loading lang/Text_CN.xml
[2861159.258] LocalizedText - Loading lang/Text_DE.xml
[2861159.260] LocalizedText - Loading lang/Text_EN.xml
[2861159.261] LocalizedText - Loading lang/Text_FR.xml
[2861159.269] LocalizedText - Loading lang/Text_JP.xml
[2861159.273] LocalizedText - Loading lang/Text_KO.xml
[2861159.276] LocalizedText - Loading lang/Text_RU.xml
[2861159.282] Successfully released save point.
[2861159.282] Creating database save point.
[2861159.282] LocalizedText - Loading BPC/BetterPantheonChooser_Config_Text.xml
[2861159.283] LocalizedText - Loading BRS/Config/BRS_Config_Text.xml
[2861159.283] LocalizedText - Loading Config/Config_UI_Text.xml
[2861159.284] LocalizedText - Loading NHK/Config_GreatPeople_Recruit_Text.xml
[2861159.285] LocalizedText - Loading NHK/Config_Mappin_Text.xml
[2861159.286] LocalizedText - Loading NHK/Config_TurnTime_Text.xml
[2861159.286] LocalizedText - Loading NHK/GameCfg_Text.xml
[2861159.287] LocalizedText - Loading lang/ZYL_Text.xml
[2861159.288] Successfully released save point.
[2861159.288] UpdateIcons - Loading icons/Anonymous_Icons.xml
[2861159.289] UpdateIcons - Loading icons/Sudden_Death_Icons.xml
[2861159.293] ModdingUpdateConfigurationDatabase - Loading Components/BBM/Configuration/Config.xml
[2861159.294] Creating database save point.
[2861159.294] LocalizedText - Loading Components/BBM/Lang/chinese.xml
[2861159.295] LocalizedText - Loading Components/BBM/Lang/english.xml
[2861159.297] LocalizedText - Loading Components/BBM/Lang/french.xml
[2861159.300] LocalizedText - Loading Components/BBM/Lang/german.xml
[2861159.302] LocalizedText - Loading Components/BBM/Lang/japanese.xml
[2861159.304] LocalizedText - Loading Components/BBM/Lang/korean.xml
[2861159.307] LocalizedText - Loading Components/BBM/Lang/portuguese.xml
[2861159.308] LocalizedText - Loading Components/BBM/Lang/russian.xml
[2861159.314] Successfully released save point.
[2861159.314] UpdateIcons - Loading Components/BBM/sql/bbs_icons_wonders.sql
[2861159.315] Creating database save point.
[2861159.315] LocalizedText - Loading Components/DetailedMapTacks/config/en_us/dmt_options_text.xml
[2861159.316] LocalizedText - Loading Components/DetailedMapTacks/config/dmt_options_translations_text.xml
[2861159.316] Successfully released save point.
[2861159.317] UISettingHandler - Loading WarMachineScenario.dep
[2861159.317] UpdateColors - Loading Data/WarMachineScenario_PlayerColors.xml
[2861159.317] UpdateIcons - Loading Data/WarMachineScenario_AllIcons.xml
[2861159.318] ModdingUpdateConfigurationDatabase - Loading Data/WarMachineScenario_Config.xml
[2861159.319] Creating database save point.
[2861159.319] LocalizedText - Loading Text/en_US/WarMachineScenario_ConfigText.xml
[2861159.319] LocalizedText - Loading Text/WarMachineScenario_Translations_ConfigText.xml
[2861159.322] LocalizedText - Loading Text/WarMachineScenario_Translations_ConfigText_China.xml
[2861159.323] Warning: Unable to load ../../../DLC/WarMachineScenario/Text/WarMachineScenario_Translations_ConfigText_China.xml
[2861159.323] Warning: LocalizedText - Failed loading XML.
[2861159.323] Successfully released save point.
[2861159.323] UISettingHandler - Loading GreatNegotiators.dep
[2861159.324] ModdingUpdateConfigurationDatabase - Loading Data/GreatNegotiators_ConfigData.xml
[2861159.325] UpdateColors - Loading Data/GreatNegotiators_Colors.xml
[2861159.325] UpdateIcons - Loading Data/GreatNegotiators_Icons_Buildings.xml
[2861159.325] UpdateIcons - Loading Data/GreatNegotiators_Icons_Civilizations.xml
[2861159.326] UpdateIcons - Loading Data/GreatNegotiators_Icons_Districts.xml
[2861159.326] UpdateIcons - Loading Data/GreatNegotiators_Icons_Leaders.xml
[2861159.326] UpdateIcons - Loading Data/GreatNegotiators_Icons_UnitPortraits.xml
[2861159.327] UpdateIcons - Loading Data/GreatNegotiators_Icons_Units.xml
[2861159.327] Creating database save point.
[2861159.327] LocalizedText - Loading Text/en_US/GreatNegotiators_ConfigText.xml
[2861159.327] LocalizedText - Loading Text/GreatNegotiators_Translations_ConfigText.xml
[2861159.329] Successfully released save point.
[2861159.329] UISettingHandler - Loading RulersOfChina.dep
[2861159.330] ModdingUpdateConfigurationDatabase - Loading Data/RulersOfChina_ConfigData.xml
[2861159.330] UpdateColors - Loading Data/RulersOfChina_Colors.xml
[2861159.331] UpdateIcons - Loading Data/RulersOfChina_Icons_Leaders.xml
[2861159.331] Creating database save point.
[2861159.331] LocalizedText - Loading Text/en_US/RulersOfChina_ConfigText.xml
[2861159.331] LocalizedText - Loading Text/RulersOfChina_Translations_ConfigText.xml
[2861159.333] Successfully released save point.
[2861159.334] UISettingHandler - Loading RulersOfTheSahara.dep
